sampleid	Cluster	Description
K04081	6	K04081: molecular chaperone IbpB
K13653	6	K13653
K13873	6	K13873
K06131	6	K06131: cardiolipin synthase
K10854	6	K10854: acetone carboxylase alpha subunit
K02205	6	K02205: arginine/ornithine permease
K12510	6	K12510: tight adherence protein B
K12511	6	K12511: tight adherence protein C
K07183	6	K07183: response regulator NasT
K11354	6	K11354: two-component system chemotaxis family sensor kinase Cph1
K10006	6	K10006: glutamate transport system permease protein
K10007	6	K10007: glutamate transport system permease protein
K14588	6	K14588
K14585	6	K14585
K14583	6	K14583
K11987	6	K11987: prostaglandin-endoperoxide synthase 2
K13582	6	K13582
K13586	6	K13586
K13587	6	K13587
K13584	6	K13584
K13588	6	K13588
K13589	6	K13589
K03897	6	K03897: lysine N6-hydroxylase
K03891	6	K03891: ubiquinol-cytochrome c reductase cytochrome b subunit
K03890	6	K03890: ubiquinol-cytochrome c reductase iron-sulfur subunit
K03090	6	K03090: RNA polymerase sigma-B factor
K04844	6	K04844: hypothetical glycosyl hydrolase
K07570	6	K07570: general stress protein 13
K11189	6	K11189: phosphocarrier protein
K07796	6	K07796: Cu(I)/Ag(I) efflux system outer membrane protein CusC
K07797	6	K07797: multidrug resistance protein K
K01068	6	K01068: palmitoyl-CoA hydrolase
K09794	6	K09794: hypothetical protein
K09799	6	K09799: hypothetical protein
K10979	6	K10979: DNA end-binding protein Ku
K05794	6	K05794: tellurite resistance protein TerC
K01478	6	K01478: arginine deiminase
K03304	6	K03304: tellurite resistance/dicarboxylate transporter TDT family
K03300	6	K03300: citrate-Mg2+:H+ or citrate-Ca2+:H+ symporter CitMHS family
K09650	6	K09650: rhomboid-like protein
K07225	6	K07225: putative hemin transport protein
K07221	6	K07221: outer membrane porin
K01261	6	K01261: glutamyl aminopeptidase
K02793	6	K02793: PTS system mannose-specific IIA component
K06894	6	K06894
K00493	6	K00493: unspecific monooxygenase
K13593	6	K13593
K13592	6	K13592
K04023	6	K04023: ethanolamine transporter
K07054	6	K07054
K13639	6	K13639
K13633	6	K13633
K08071	6	K08071: ribosyldihydronicotinamide dehydrogenase (quinone)
K12949	6	K12949
K12944	6	K12944
K06152	6	K06152: gluconate 2-dehydrogenase gamma chain
K06151	6	K06151: gluconate 2-dehydrogenase alpha chain
K11947	6	K11947: aldehyde dehydrogenase
K10547	6	K10547: putative multiple sugar transport system permease protein
K10546	6	K10546: putative multiple sugar transport system substrate-binding protein
K10544	6	K10544: D-xylose transport system permease protein
K10543	6	K10543: D-xylose transport system substrate-binding protein
K01205	6	K01205: alpha-N-acetylglucosaminidase
K13409	6	K13409
K07695	6	K07695: two-component system NarL family response regulator DevR
K07076	6	K07076
K09190	6	K09190: hypothetical protein
K03342	6	K03342
K07266	6	K07266: capsular polysaccharide export protein
K07265	6	K07265: capsular polysaccharide export protein
K07485	6	K07485: transposase
K00280	6	K00280
K00932	6	K00932: propionate kinase
K02571	6	K02571: periplasmic nitrate reductase NapE
K03487	6	K03487: LacI family transcriptional regulator asc operon repressor
K02283	6	K02283: pilus assembly protein CpaF
K02282	6	K02282: pilus assembly protein CpaE
K02281	6	K02281: pilus assembly protein CpaD
K02280	6	K02280: pilus assembly protein CpaC
K09733	6	K09733: hypothetical protein
K07670	6	K07670: two-component system OmpR family response regulator MtrA
K07672	6	K07672: two-component system OmpR family response regulator TrcR
K07013	6	K07013
K01146	6	K01146
K03819	6	K03819: putative colanic acid biosynthesis acetyltransferase WcaB
K03814	6	K03814: monofunctional biosynthetic peptidoglycan transglycosylase
K07243	6	K07243: high-affinity iron transporter
K09946	6	K09946: hypothetical protein
K06994	6	K06994: putative drug exporter of the RND superfamily
K10857	6	K10857: exodeoxyribonuclease X
K02774	6	K02774: PTS system galactitol-specific IIB component
K02779	6	K02779: PTS system glucose-specific IIC component
K02778	6	K02778: PTS system glucose-specific IIB component
K07654	6	K07654: two-component system OmpR family sensor histidine kinase MtrB
K07653	6	K07653: two-component system OmpR family sensor histidine kinase MprB
K07032	6	K07032
K07030	6	K07030
K01389	6	K01389: neprilysin
K05714	6	K05714: 2-hydroxy-6-ketonona-24-dienedioic acid hydrolase
K01169	6	K01169: ribonuclease I (enterobacter ribonuclease)
K01166	6	K01166: ribonuclease T2
K03830	6	K03830: putative acetyltransferase
K06720	6	K06720: L-ectoine synthase
K09914	6	K09914: putative lipoprotein
K06718	6	K06718: L-24-diaminobutyric acid acetyltransferase
K11250	6	K11250: leucine efflux protein
K03446	6	K03446: MFS transporter DHA2 family multidrug resistance protein B
K01621	6	K01621: phosphoketolase
K03198	6	K03198: type IV secretion system protein VirB3
K03199	6	K03199: type IV secretion system protein VirB4
K03195	6	K03195: type IV secretion system protein VirB10
K03196	6	K03196: type IV secretion system protein VirB11
K03197	6	K03197: type IV secretion system protein VirB2
K12445	6	K12445: trans enoyl reductase
K06904	6	K06904
K05900	6	K05900
K05909	6	K05909
K00362	6	K00362: nitrite reductase (NAD(P)H) large subunit
K05590	7	K05590: ATP-dependent RNA helicase SrmB
K02450	7	K02450: general secretion pathway protein A
K02451	7	K02451: general secretion pathway protein B
K06222	7	K06222: 25-diketo-D-gluconate reductase B
K09904	7	K09904: hypothetical protein
K03645	7	K03645: negative modulator of initiation of replication
K06968	7	K06968
K06967	7	K06967
K08993	7	K08993: putative membrane protein
K04335	7	K04335: minor curlin subunit
K04337	7	K04337: curli production assembly/transport component CsgE
K04338	7	K04338: curli production assembly/transport component CsgF
K09920	7	K09920: hypothetical protein
K03409	7	K03409: chemotaxis protein CheX
K02315	7	K02315: DNA replication protein DnaC
K06948	7	K06948
K05804	7	K05804: right origin-binding protein
K05803	7	K05803: lipoprotein NlpI
K02679	7	K02679: prepilin peptidase dependent protein A
K02672	7	K02672: type IV pilus assembly protein PilW
K02673	7	K02673: type IV pilus assembly protein PilX
K02671	7	K02671: type IV pilus assembly protein PilV
K02414	7	K02414: flagellar hook-length control protein FliK
K01860	7	K01860: chloromuconate cycloisomerase
K01865	7	K01865
K04767	7	K04767: acetoin utilization protein AcuB
K08312	7	K08312: ADP-ribose diphosphatase
K08310	7	K08310: dATP pyrophosphohydrolase
K02336	7	K02336: DNA polymerase II
K09688	7	K09688: capsular polysaccharide transport system permease protein
K04482	7	K04482: DNA repair protein RAD51
K02439	7	K02439: thiosulfate sulfurtransferase
K03747	7	K03747: Smg protein
K06322	7	K06322: spore maturation protein CgeD
K07589	7	K07589: D-erythro-78-dihydroneopterin triphosphate epimerase
K05987	7	K05987
K00675	7	K00675: N-hydroxyarylamine O-acetyltransferase
K02443	7	K02443: glycerol uptake operon antiterminator
K01989	7	K01989: putative ABC transport system substrate-binding protein
K01728	7	K01728: pectate lyase
K03764	7	K03764: transcriptional repressor of met regulon (beta-ribbon MetJ family)
K09980	7	K09980: hypothetical protein
K08722	7	K08722: 5'-nucleotidase
K00118	7	K00118: glucose-fructose oxidoreductase
K12136	7	K12136: hydrogenase-4 component A
K03567	7	K03567: glycine cleavage system transcriptional repressor
K03700	7	K03700: recombination protein U
K06866	7	K06866: autonomous glycyl radical cofactor
K02399	7	K02399: flagella synthesis protein FlgN
K02398	7	K02398: negative regulator of flagellin synthesis FlgM
K00693	7	K00693: glycogen(starch) synthase
K07814	7	K07814: putative two-component system response regulator
K10948	7	K10948: hemolysin
K03721	7	K03721: transcriptional regulator of aroF aroG tyrA and aromatic amino
K11898	7	K11898: type VI secretion system protein ImpE
K10200	7	K10200: N-acetylglucosamine transport system substrate-binding protein
K10202	7	K10202: N-acetylglucosamine transport system permease protein
K07746	7	K07746: hypothetical protein
K05600	7	K05600: anthranilate 12-dioxygenase (deaminating decarboxylating) small
K13472	7	K13472
K03291	7	K03291: MFS transporter SET family sugar efflux transporter
K10925	7	K10925: MSHA pilin protein MshB
K10926	7	K10926: MSHA pilin protein MshC
K12990	7	K12990
K06202	7	K06202: CyaY protein
K09023	7	K09023: protein RutD
K09021	7	K09021: UPF0076 protein RutC
K09929	7	K09929: hypothetical protein
K07976	7	K07976: Rab family other
K09926	7	K09926: hypothetical protein
K11192	7	K11192: PTS system N-acetylmuramic acid-specific IIC component
K11191	7	K11191: PTS system N-acetylmuramic acid-specific IIB component
K02521	7	K02521: LysR family transcriptional regulator positive regulator for ilvC
K02404	7	K02404: flagellar biosynthesis protein FlhF
K06149	7	K06149: universal stress protein A
K08642	7	K08642: LasA protease
K00906	7	K00906: isocitrate dehydrogenase kinase/phosphatase
K01051	7	K01051: pectinesterase
K02507	7	K02507: protein transport protein HofQ
K12543	7	K12543: outer membrane protein LapE
K11016	7	K11016: hemolysin
K11017	7	K11017: hemolysin activation/secretion protein??
K09857	7	K09857: hypothetical protein
K06887	7	K06887
K10942	7	K10942: two-component system sensor histidine kinase FlrB
K07686	7	K07686: two-component system NarL family uhpT operon response regulator
K07687	7	K07687: two-component system NarL family captular synthesis response
K04018	7	K04018: formate-dependent nitrite reductase complex NrfG subunit
K07287	7	K07287: lipoprotein-34
K07288	7	K07288: uncharacterized membrane protein
K12976	7	K12976
K12280	7	K12280: MSHA biogenesis protein MshJ
K12281	7	K12281: MSHA biogenesis protein MshK
K12287	7	K12287: MSHA biogenesis protein MshQ
K12284	7	K12284: MSHA biogenesis protein MshN
K12285	7	K12285: MSHA biogenesis protein MshO
K00071	7	K00071: 11beta-hydroxysteroid dehydrogenase
K02742	7	K02742: SprT protein
K07004	7	K07004
K02170	7	K02170: biotin biosynthesis protein BioH
K03807	7	K03807: AmpE protein
K07274	7	K07274: outer membrane protein
K08604	7	K08604: vibriolysin
K09954	7	K09954: hypothetical protein
K14188	7	K14188
K14187	7	K14187
K02761	7	K02761: PTS system cellobiose-specific IIC component
K02547	7	K02547: methicillin resistance protein
K02818	7	K02818: PTS system trehalose-specific IIB component
K02819	7	K02819: PTS system trehalose-specific IIC component
K03632	7	K03632: chromosome partition protein MukB
K09897	7	K09897: hypothetical protein
K09896	7	K09896: hypothetical protein
K09894	7	K09894: hypothetical protein
K09893	7	K09893: hypothetical protein
K09891	7	K09891: hypothetical protein
K09899	7	K09899: hypothetical protein
K09898	7	K09898: hypothetical protein
K07648	7	K07648: two-component system OmpR family aerobic respiration control
K07640	7	K07640: two-component system OmpR family sensor histidine kinase CpxA
K10094	7	K10094: nickel transport system substrate-binding protein
K12069	7	K12069: conjugal transfer pilus assembly protein TraA
K12061	7	K12061: conjugal transfer pilus assembly protein TraW
K00701	7	K00701: cyclomaltodextrin glucanotransferase
K08368	7	K08368: MFS transporter putative metabolite transport protein
K03618	7	K03618: hydrogenase-1 operon protein HyaF
K03615	7	K03615: electron transport complex protein RnfC
K03612	7	K03612: electron transport complex protein RnfG
K08084	7	K08084: type IV fimbrial biogenesis protein FimT
K03840	7	K03840: flavodoxin II
K09918	7	K09918: hypothetical protein
K11537	7	K11537: MFS transporter NHS family xanthosine permease
K13498	7	K13498
K03459	7	K03459: formate transporter
K14055	7	K14055
K02851	7	K02851: undecaprenyl-phosphate alpha-N-acetylglucosaminyltransferase
K07358	7	K07358: type 1 fimbriae regulatory protein FimE
K08985	7	K08985: putative lipoprotein
K08989	7	K08989: putative membrane protein
K05851	7	K05851: adenylate cyclase class 1
K03620	7	K03620: Ni/Fe-hydrogenase 1 B-type cytochrome subunit
K06219	7	K06219: S-adenosylmethionine-dependent methyltransferase
K00743	7	K00743: N-acetyllactosaminide 3-alpha-galactosyltransferase
K12296	7	K12296: competence protein ComX
K07165	7	K07165: transmembrane sensor
K07169	7	K07169: FHA domain-containing protein
K02875	7	K02875: large subunit ribosomal protein L14e
K09749	7	K09749: hypothetical protein
K06970	7	K06970: ribosomal RNA large subunit methyltransferase F
K00689	7	K00689: dextransucrase
K00533	7	K00533: ferredoxin hydrogenase large subunit
K00539	7	K00539
K02680	7	K02680: prepilin peptidase dependent protein B
K13938	7	K13938
K03411	7	K03411: chemotaxis protein CheD
K03415	7	K03415: two-component system chemotaxis family response regulator CheV
K06957	7	K06957
K10816	7	K10816: hydrogen cyanide synthase HcnC
K09124	7	K09124: hypothetical protein
K05812	7	K05812: conserved hypothetical protein
K05368	7	K05368: aquacobalamin reductase / NAD(P)H-flavin reductase [EC:1.16.1.3
K02403	7	K02403: flagellar transcriptional activator FlhD
K02402	7	K02402: flagellar transcriptional activator FlhC
K13040	7	K13040
K06205	7	K06205: MioC protein
K07121	7	K07121
K07122	7	K07122
K09696	7	K09696: sodium transport system permease protein
K05995	7	K05995: dipeptidase E
K02647	7	K02647: carbohydrate diacid regulator
K03597	7	K03597: sigma-E factor negative regulatory protein RseA
K03598	7	K03598: sigma-E factor negative regulatory protein RseB
K05341	7	K05341: amylosucrase
K03778	7	K03778: D-lactate dehydrogenase
K11711	7	K11711: two-component system sensor histidine kinase DctS
K06192	7	K06192: paraquat-inducible protein B
K11107	7	K11107: ferredoxin
K07711	7	K07711: two-component system NtrC family sensor histidine kinase YfhK
K03573	7	K03573: DNA mismatch repair protein MutH
K08138	7	K08138: MFS transporter SP family xylose:H+ symportor
K07479	7	K07479: putative DNA topoisomerase
K01524	7	K01524: guanosine-5'-triphosphate3'-diphosphate pyrophosphatase
K14153	7	K14153
K11311	7	K11311: anthranilate dioxygenase reductase
K07285	7	K07285: outer membrane lipoprotein
K07751	7	K07751: PepB aminopeptidase
K01282	7	K01282: dipeptidyl aminopeptidase
K01023	7	K01023: arylsulfate sulfotransferase
K03533	7	K03533: TorA specific chaperone
K09824	7	K09824: hypothetical protein
K07773	7	K07773: two-component system OmpR family aerobic respiration control
K12514	7	K12514: tight adherence protein F
K07181	7	K07181: putative signal transduction protein containing EAL and modified
K07184	7	K07184: SH3 domain protein
K11355	7	K11355: two-component system chemotaxis family response regulator Rcp1
K04061	7	K04061: flagellar biosynthesis protein
K02496	7	K02496: uroporphyrin-III C-methyltransferase
K02423	7	K02423: flagellar protein FliT
K12988	7	K12988
K12982	7	K12982
K07791	7	K07791: anaerobic C4-dicarboxylate transporter DcuA
K05499	7	K05499: LacI family transcriptional regulator repressor for deo operon
K12537	7	K12537: protease secretion protein HasE
K09792	7	K09792: hypothetical protein
K06175	7	K06175: tRNA pseudouridine synthase C
K06858	7	K06858: vitamin B12 transport system substrate-binding protein
K00243	7	K00243: hypothetical protein
K09938	7	K09938: hypothetical protein
K03112	7	K03112: DamX protein
K10954	7	K10954: zona occludens toxin
K11391	7	K11391: ribosomal RNA large subunit methyltransferase G
K13632	7	K13632
K05517	7	K05517: nucleoside-specific channel-forming protein
K01200	7	K01200: pullulanase
K00917	7	K00917: tagatose 6-phosphate kinase
K07074	7	K07074
K12962	7	K12962
K12961	7	K12961
K11926	7	K11926: sigma factor-binding protein Crl
K07487	7	K07487: transposase
K11211	7	K11211: 3-deoxy-D-manno-octulosonic acid kinase
K14195	7	K14195
K03485	7	K03485: LacI family transcriptional regulator trehalose operon repressor
K03150	7	K03150: thiamine biosynthesis ThiH
K07675	7	K07675: two-component system NarL family sensor histidine kinase UhpB
K07014	7	K07014
K03367	7	K03367: D-alanine-poly(phosphoribitol) ligase
K09940	7	K09940: hypothetical protein
K09943	7	K09943: hypothetical protein
K03603	7	K03603: GntR family transcriptional regulator negative regulator for fad
K03605	7	K03605: hydrogenase 1 maturation protease
K03607	7	K03607: ProP effector
K01163	7	K01163: hypothetical protein
K12071	7	K12071: conjugal transfer pilus assembly protein TraD
K12070	7	K12070: conjugal transfer pilus assembly protein TraI
K09964	7	K09964: hypothetical protein
K09962	7	K09962: hypothetical protein
K07637	7	K07637: two-component system OmpR family sensor histidine kinase PhoQ
K11962	8	K11962: urea transport system ATP-binding protein
K14540	8	K14540
K11963	8	K11963: urea transport system ATP-binding protein
K00991	8	K00991: 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
K06034	8	K06034
K06037	8	K06037
K07349	8	K07349: minor fimbrial subunit
K02724	8	K02724: photosystem II PsbZ protein
K05928	8	K05928: tocopherol O-methyltransferase
K00690	8	K00690: sucrose phosphorylase
K00524	8	K00524: ribonucleotide reductase class II
K01347	8	K01347: IgA-specific serine endopeptidase
K02694	8	K02694: photosystem I subunit III
K02696	8	K02696: photosystem I subunit VIII
K02697	8	K02697: photosystem I subunit IX
K02690	8	K02690: photosystem I core protein Ib
K02691	8	K02691: photosystem I subunit VII
K02692	8	K02692: photosystem I subunit II
K02693	8	K02693: photosystem I subunit IV
K02698	8	K02698: photosystem I subunit X
K02699	8	K02699: photosystem I subunit XI
K01127	8	K01127: glycosylphosphatidylinositol phospholipase D
K02471	8	K02471: putative ATP-binding cassette transporter
K02479	8	K02479: two-component system NarL family response regulator
K02588	8	K02588: nitrogenase iron protein NifH
K12210	8	K12210: intracellular multiplication protein IcmF
K06206	8	K06206: sugar fermentation stimulation protein A
K09928	8	K09928: hypothetical protein
K01665	8	K01665: para-aminobenzoate synthetase component I
K01669	8	K01669: deoxyribodipyrimidine photo-lyase
K05363	8	K05363: serine/alanine adding enzyme
K02860	8	K02860: 16S rRNA processing protein RimM
K03403	8	K03403: magnesium chelatase
K03404	8	K03404: magnesium chelatase subunit ChlD
K03405	8	K03405: magnesium chelatase subunit ChlI
K05947	8	K05947: mannosyl-3-phosphoglycerate synthase
K06949	8	K06949: ribosome biogenesis GTPase
K05808	8	K05808: putative sigma-54 modulation protein
K01046	8	K01046: triacylglycerol lipase
K02086	8	K02086: DNA replication protein
K02083	8	K02083: allantoate deiminase
K03428	8	K03428: magnesium-protoporphyrin O-methyltransferase
K03429	8	K03429: 12-diacylglycerol 3-glucosyltransferase
K03689	8	K03689: cytochrome b6-f complex subunit 8
K07308	8	K07308: anaerobic dimethyl sulfoxide reductase subunit C (DMSO reductase
K00652	8	K00652: 8-amino-7-oxononanoate synthase
K00651	8	K00651: homoserine O-succinyltransferase
K01302	8	K01302
K00870	8	K00870: protein kinase
K00876	8	K00876: uridine kinase
K00874	8	K00874: 2-dehydro-3-deoxygluconokinase
K05356	8	K05356: trans-octaprenyltranstransferase
K02438	8	K02438: glycogen operon protein GlgX
K09847	8	K09847: spheroidene monooxygenase
K00510	8	K00510: heme oxygenase
K07230	8	K07230
K07117	8	K07117
K07447	8	K07447: putative holliday junction resolvase
K10616	8	K10616: p-cymene monooxygenase
K08482	8	K08482: circadian clock protein KaiC
K08481	8	K08481: circadian clock protein KaiB
K00464	8	K00464: lignostilbene-alphabeta-dioxygenase
K01514	8	K01514: exopolyphosphatase
K06182	8	K06182: ribosomal large subunit pseudouridine synthase F
K00676	8	K00676: ribosomal-protein-alanine N-acetyltransferase
K02113	8	K02113: F-type H+-transporting ATPase subunit delta
K00854	8	K00854: xylulokinase
K00855	8	K00855: phosphoribulokinase
K00852	8	K00852: ribokinase
K02636	8	K02636: cytochrome b6-f complex iron-sulfur subunit
K02637	8	K02637: cytochrome b6-f complex subunit 4
K02634	8	K02634: apocytochrome f
K02635	8	K02635: cytochrome b6
K02638	8	K02638: plastocyanin
K02639	8	K02639: ferredoxin
K03583	8	K03583: exodeoxyribonuclease V gamma subunit
K03582	8	K03582: exodeoxyribonuclease V beta subunit
K03581	8	K03581: exodeoxyribonuclease V alpha subunit
K03584	8	K03584: DNA repair protein RecO (recombination protein O)
K03589	8	K03589: cell division protein FtsQ
K09988	8	K09988: hypothetical protein
K08720	8	K08720: outer membrane protein OmpU
K00116	8	K00116: malate dehydrogenase (acceptor)
K08919	8	K08919: chlorophyll a/b binding light-harvesting protein PcbB
K08918	8	K08918: chlorophyll a/b binding light-harvesting protein PcbA
K11440	8	K11440: choline dehydrogenase
K02619	8	K02619: 4-amino-4-deoxychorismate lyase
K03707	8	K03707: transcriptional activator TenA
K06860	8	K06860
K09845	8	K09845: methoxyneurosporene dehydrogenase
K13683	8	K13683
K08930	8	K08930: light-harvesting protein B-800-850 alpha chain
K00691	8	K00691: maltose phosphorylase
K00696	8	K00696: sucrose-phosphate synthase
K02234	8	K02234: cobalamin biosynthesis protein CobW
K02230	8	K02230: cobaltochelatase CobN
K02231	8	K02231: adenosylcobinamide kinase / adenosylcobinamide-phosphate
K03722	8	K03722: ATP-dependent DNA helicase DinG
K11325	8	K11325: L-cysteine/cystine lyase
K11328	8	K11328: two-component system OmpR family Ni(II)-sensor and/or redox sensor
K11329	8	K11329: two-component system OmpR family response regulator RpaB
K02008	8	K02008: cobalt/nickel transport system permease protein
K02005	8	K02005: HlyD family secretion protein
K02007	8	K02007: cobalt/nickel transport system permease protein
K02006	8	K02006: cobalt/nickel transport system ATP-binding protein
K10206	8	K10206: LL-diaminopimelate aminotransferase
K10209	8	K10209: dehydrosqualene desaturase
K07742	8	K07742: hypothetical protein
K01299	8	K01299: carboxypeptidase Taq
K01297	8	K01297: muramoyltetrapeptide carboxypeptidase
K00210	8	K00210: prephenate dehydrogenase
K00218	8	K00218: protochlorophyllide reductase
K03292	8	K03292: glycoside/pentoside/hexuronide:cation symporter GPH family
K09835	8	K09835: carotenoid isomerase
K10697	8	K10697: two-component system OmpR family response regulator RpaA
K14330	8	K14330
K14331	8	K14331
K04075	8	K04075: cell cycle protein MesJ
K12996	8	K12996
K03087	8	K03087: RNA polymerase nonessential primary-like sigma factor
K07769	8	K07769: two-component system OmpR family sensor histidine kinase NblS
K08219	8	K08219: MFS transporter UMF2 family putative MFS family transporter
K00230	8	K00230: protoporphyrinogen oxidase
K06208	8	K06208: chorismate mutase
K14106	8	K14106
K14105	8	K14105
K03501	8	K03501: glucose inhibited division protein B
K03500	8	K03500: ribosomal RNA small subunit methyltransferase B
K07978	8	K07978: GntR family transcriptional regulator
K09819	8	K09819: manganese/iron transport system permease protein
K09818	8	K09818: manganese/iron transport system substrate-binding protein
K02040	8	K02040: phosphate transport system substrate-binding protein
K03312	8	K03312: glutamate:Na+ symporter ESS family
K06169	8	K06169: tRNA-(ms[2]io[6]A)-hydroxylase
K11624	8	K11624: two-component system NarL family response regulator YdfI
K00783	8	K00783: hypothetical protein
K00036	8	K00036: glucose-6-phosphate 1-dehydrogenase
K00033	8	K00033: 6-phosphogluconate dehydrogenase
K01258	8	K01258: tripeptide aminopeptidase
K01256	8	K01256: aminopeptidase N
K01071	8	K01071: oleoyl-[acyl-carrier-protein] hydrolase
K01077	8	K01077: alkaline phosphatase
K02782	8	K02782: PTS system glucitol/sorbitol-specific IIB component
K02783	8	K02783: PTS system glucitol/sorbitol-specific IIC component
K02258	8	K02258: cytochrome c oxidase subunit XI assembly protein
K03788	8	K03788: acid phosphatase (class B)
K09780	8	K09780: hypothetical protein
K10960	8	K10960: geranylgeranyl reductase
K04037	8	K04037: light-independent protochlorophyllide reductase subunit L
K04035	8	K04035: magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase
K04038	8	K04038: light-independent protochlorophyllide reductase subunit N
K04039	8	K04039: light-independent protochlorophyllide reductase subunit B
K07042	8	K07042
K13605	8	K13605
K01446	8	K01446: N-acetylmuramoyl-L-alanine amidase
K01448	8	K01448: N-acetylmuramoyl-L-alanine amidase
K02067	8	K02067: putative ABC transport system substrate-binding protein
K11603	8	K11603: manganese transport system ATP-binding protein
K11602	8	K11602: manganese transport system permease protein
K11601	8	K11601: manganese transport system substrate-binding protein
K11607	8	K11607: manganese/iron transport system ATP-binding protein
K11606	8	K11606: manganese/iron transport system permease protein
K11605	8	K11605: manganese/iron transport system permease protein
K11604	8	K11604: manganese/iron transport system substrate-binding protein
K10550	8	K10550: D-allose transport system permease protein
K10552	8	K10552: fructose transport system substrate-binding protein
K10553	8	K10553: fructose transport system permease protein
K08641	8	K08641: D-alanyl-D-alanine dipeptidase
K00273	8	K00273: D-amino-acid oxidase
K00901	8	K00901: diacylglycerol kinase
K01057	8	K01057: 6-phosphogluconolactonase
K02502	8	K02502: ATP phosphoribosyltransferase regulatory subunit
K06883	8	K06883
K13629	8	K13629
K01420	8	K01420: CRP/FNR family transcriptional regulator anaerobic regulatory
K01424	8	K01424: L-asparaginase
K11959	8	K11959: urea transport system substrate-binding protein
K02291	8	K02291: phytoene synthase
K02294	8	K02294: beta-carotene hydroxylase
K01219	8	K01219: agarase
K02293	8	K02293: phytoene dehydrogenase phytoene desaturase
K07007	8	K07007
K01158	8	K01158: deoxyribonuclease II
K14518	8	K14518
K03800	8	K03800: lipoate-protein ligase A
K07277	8	K07277: outer membrane protein
K09959	8	K09959: hypothetical protein
K01234	8	K01234: neopullulanase
K02549	8	K02549: O-succinylbenzoate synthase
K07399	8	K07399: cytochrome c biogenesis protein
K07026	8	K07026: mannosyl-3-phosphoglycerate phosphatase
K07022	8	K07022
K05895	8	K05895: precorrin-6X reductase
K00556	8	K00556: tRNA (guanosine-2'-O-)-methyltransferase
K07259	8	K07259: D-alanyl-D-alanine carboxypeptidase /
K05370	8	K05370: phycoerythrobilin:ferredoxin oxidoreductase
K05371	8	K05371: phycocyanobilin:ferredoxin oxidoreductase
K05377	8	K05377: phycoerythrin beta chain
K00700	8	K00700: 14-alpha-glucan branching enzyme
K00703	8	K00703: starch synthase
K00705	8	K00705: 4-alpha-glucanotransferase
K02703	8	K02703: photosystem II PsbA protein
K02700	8	K02700: photosystem I subunit XII
K02706	8	K02706: photosystem II PsbD protein
K02707	8	K02707: photosystem II PsbE protein
K02704	8	K02704: photosystem II PsbB protein
K02708	8	K02708: photosystem II PsbF protein
K02709	8	K02709: photosystem II PsbH protein
K01611	8	K01611: S-adenosylmethionine decarboxylase
K01618	8	K01618
K03610	8	K03610: septum site-determining protein MinC
K09705	8	K09705: hypothetical protein
K09702	8	K09702: hypothetical protein
K06930	8	K06930
K05912	8	K05912
K00392	8	K00392: sulfite reductase (ferredoxin)
K04618	8	K04618: galactose oxidase
K01118	8	K01118: FMN-dependent NADH-azoreductase
K09820	8	K09820: manganese/iron transport system ATP-binding protein
K13799	8	K13799
K11532	8	K11532: fructose-16-bisphosphatase II / sedoheptulose-17-bisphosphatase
K10114	8	K10114: maltooligosaccharide transport system permease protein
K10115	8	K10115: maltooligosaccharide transport system permease protein
K10117	8	K10117: multiple sugar transport system substrate-binding protein
K00988	8	K00988: ATP adenylyltransferase
K01585	8	K01585: arginine decarboxylase
K01583	8	K01583: arginine decarboxylase
K01582	8	K01582: lysine decarboxylase
K02722	8	K02722: photosystem II PsbX protein
K02723	8	K02723: photosystem II PsbY protein
K02856	8	K02856: L-rhamnose-H+ transport protein
K09761	8	K09761: ribosomal RNA small subunit methyltransferase E
K09763	8	K09763: hypothetical protein
K09767	8	K09767: hypothetical protein
K03187	8	K03187: urease accessory protein
K03185	8	K03185: 2-octaprenyl-6-methoxyphenol hydroxylase
K03188	8	K03188: urease accessory protein
K06917	8	K06917: tRNA 2-selenouridine synthase
K08983	8	K08983: putative membrane protein
K00518	8	K00518: superoxide dismutase
K00514	8	K00514: zeta-carotene desaturase
K05971	8	K05971
K03154	8	K03154: thiamine biosynthesis ThiS
K05581	8	K05581: NADH dehydrogenase I subunit J
K05580	8	K05580: NADH dehydrogenase I subunit I
K05583	8	K05583: NADH dehydrogenase I subunit L
K05582	8	K05582: NADH dehydrogenase I subunit K
K05585	8	K05585: NADH dehydrogenase I subunit N
K05584	8	K05584: NADH dehydrogenase I subunit M
K02116	8	K02116: ATP synthase protein I
K03867	8	K03867: UDP-glucose:tetrahydrobiopterin glucosyltransferase
K12209	8	K12209: intracellular multiplication protein IcmE
K09931	8	K09931: hypothetical protein
K02631	8	K02631: bilin biosynthesis PecE protein
K07086	8	K07086
K00353	8	K00353
K00688	8	K00688: starch phosphorylase
K02687	8	K02687: ribosomal protein L11 methyltransferase
K02689	8	K02689: photosystem I core protein Ia
K01485	8	K01485: cytosine deaminase
K13281	8	K13281
K05369	8	K05369: 1516-dihydrobiliverdin:ferredoxin oxidoreductase
K06338	8	K06338: spore coat protein SA
K12223	8	K12223: intracellular multiplication protein IcmV
K13043	8	K13043
K13541	8	K13541
K12141	8	K12141: hydrogenase-4 component F
K07314	8	K07314: serine/threonine protein phosphatase 2
